;tested_domain_name;ip
761;skidbooter.info;104.28.29.78
762;skidbooter.info;127.0.0.1
763;skidbooter.info;104.28.28.78
764;skidbooter.info;104.28.29.78
765;skidbooter.info;173.245.58.104
766;skidbooter.info;173.245.59.107
767;skidbooter.info;94.249.196.123
768;str3ssed.me;104.18.42.35
769;str3ssed.me;104.18.43.35
770;str3ssed.me;104.28.8.126
771;str3ssed.me;108.162.192.88
772;str3ssed.me;199.27.134.27
773;str3ssed.me;104.18.42.35
774;str3ssed.me;104.18.43.35
775;str3ssed.me;173.245.58.103
776;str3ssed.me;173.245.59.119
777;str3ssed.me;204.141.33.55
778;str3ssed.me;74.201.154.248
779;stressboss.net;104.27.174.82
780;stressboss.net;104.27.175.82
781;stressboss.net;104.28.14.90
782;stressboss.net;104.28.2.61
783;stressboss.net;104.27.174.82
784;stressboss.net;104.27.175.82
785;stressboss.net;173.245.58.167
786;stressboss.net;173.245.59.220
787;stressboss.net;178.33.35.61
788;stressboss.net;162.221.204.239
789;stresser.club;141.101.118.6
790;stresser.club;185.11.145.29
791;stresser.club;198.245.63.152
792;stresser.club;199.27.134.143
793;stresser.club;64.74.223.38
794;stresser.club;104.27.148.143
795;stresser.club;104.27.149.143
796;stresser.club;173.245.58.93
797;stresser.club;173.245.59.93
798;stresser.network;104.28.8.84
799;stresser.network;104.28.9.84
800;stresser.network;104.28.8.84
801;stresser.network;104.28.9.84
802;stresser.network;173.245.58.86
803;stresser.network;173.245.59.226
804;stresser.ru;104.18.36.164
805;stresser.ru;104.18.37.164
806;stresser.ru;104.18.36.164
807;stresser.ru;104.18.37.164
808;stresser.ru;173.245.58.186
809;stresser.ru;173.245.59.246
810;titaniumbooter.net;104.27.184.62
811;titaniumbooter.net;104.27.185.62
812;titaniumbooter.net;5.135.191.101
813;titaniumbooter.net;104.27.184.62
814;titaniumbooter.net;104.27.185.62
815;titaniumbooter.net;173.245.58.247
816;titaniumbooter.net;173.245.59.143
817;titaniumbooter.net;5.135.191.101
818;topstressers.com;104.24.97.99
819;topstressers.com;104.24.96.99
820;topstressers.com;104.24.97.99
821;topstressers.com;173.245.58.121
822;topstressers.com;173.245.59.100
823;topstressers.com;198.54.122.252
824;topstressers.com;198.54.122.254
825;ts3booter.net;104.31.255.75
826;ts3booter.net;104.31.254.75
827;ts3booter.net;104.31.255.75
828;ts3booter.net;173.245.58.175
829;ts3booter.net;173.245.59.118
830;vbooter.org;104.28.12.7
831;vbooter.org;104.28.13.7
832;vbooter.org;164.132.209.38
833;vbooter.org;104.28.12.7
834;vbooter.org;108.162.194.72
835;vbooter.org;108.162.198.124
836;vbooter.org;199.27.134.111
837;vbooter.org;104.28.12.7
838;vbooter.org;104.28.13.7
839;vbooter.org;164.132.209.38
840;vbooter.org;173.245.58.101
841;vbooter.org;173.245.59.139
842;webbooter.com;104.27.176.235
843;webbooter.com;104.27.177.235
844;webbooter.com;104.27.176.235
845;webbooter.com;104.27.177.235
846;webbooter.com;173.245.58.136
847;webbooter.com;173.245.59.240
848;webstresser.co;104.31.70.204
849;webstresser.co;104.31.71.204
850;webstresser.co;104.20.52.154
851;webstresser.co;104.27.146.116
852;webstresser.co;158.69.218.41
853;webstresser.co;185.11.146.56
854;webstresser.co;5.196.194.125
855;webstresser.co;104.31.70.204
856;webstresser.co;104.31.71.204
857;webstresser.co;173.245.58.70
858;webstresser.co;173.245.59.89
859;wifistruggles.com;104.24.96.148
860;wifistruggles.com;104.28.30.87
861;wifistruggles.com;46.105.203.89
862;wifistruggles.com;5.254.102.147
863;wifistruggles.com;104.24.96.148
864;wifistruggles.com;104.24.97.148
865;wifistruggles.com;173.245.58.197
866;wifistruggles.com;173.245.59.92
867;xtreme.cc;104.31.8.173
868;xtreme.cc;104.31.9.173
869;xtreme.cc;127.0.0.1
870;xtreme.cc;104.28.24.117
871;xtreme.cc;104.31.144.3
872;xtreme.cc;141.101.118.26
873;xtreme.cc;188.165.74.152
874;xtreme.cc;198.41.128.18
875;xtreme.cc;104.31.8.173
876;xtreme.cc;104.31.9.173
877;xtreme.cc;173.245.58.135
878;xtreme.cc;173.245.59.111
